Response Received Date,Interaction Id,Overall Experience-Value,Comments,Feedback Category,Subcategory,Survey Source
,2/4/2023 9:31,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/4/2023 9:24,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/4/2023 9:05,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/4/2023 8:55,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 20:37,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 19:48,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 19:36,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 18:40,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 18:24,2,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 18:00,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 17:47,1,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 16:45,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 15:53,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 15:17,1,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 15:05,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 14:50,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 14:49,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 14:49,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 14:48,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 14:38,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 14:16,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 14:00,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 13:54,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 13:19,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 13:00,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 12:48,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 12:38,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 12:11,1,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 12:11,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 11:59,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 11:55,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 11:46,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 11:41,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 11:31,3,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 11:20,2,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 11:01,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 10:58,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 10:55,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 10:55,4,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 10:53,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 10:24,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 9:58,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 9:30,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 9:23,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 9:12,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 9:10,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 8:59,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:57,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 8:42,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:34,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:30,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:30,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 8:27,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:27,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 8:18,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 8:15,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:14,2,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:12,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:12,2,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:09,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 8:07,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 8:01,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 7:57,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 7:55,2,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 7:54,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 7:48,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 7:44,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 7:43,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 7:34,2,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 7:30,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 7:05,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 7:01,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 7:00,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 6:57,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 6:56,3,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 6:42,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 6:41,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 6:06,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 5:48,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 5:44,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 5:41,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 5:29,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 5:24,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/3/2023 5:18,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 5:16,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 4:19,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 4:07,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 2:48,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/3/2023 1:30,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/3/2023 0:30,3,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 23:53,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 23:30,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 22:30,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 22:13,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/2/2023 22:03,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 21:33,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 21:03,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 20:50,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 20:47,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 20:46,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 20:41,4,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/2/2023 20:23,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 20:12,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 20:08,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 20:08,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 20:06,4,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/2/2023 19:56,4,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/2/2023 19:55,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 19:52,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 19:52,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 19:49,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 19:47,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/2/2023 19:38,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 19:36,5,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 19:25,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/2/2023 19:24,5,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/2/2023 19:23,4,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 19:12,4,Teacher Home Shipment,Teacher Home Shipment,Teacher Home Shipment,Post Delivery Survey
,2/2/2023 19:05,5,Parent Home Shipment,Parent Home Shipment,Parent Home Shipment,Post Delivery Survey
,2/2/2023 19:01,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 18:56,3,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
,2/2/2023 18:53,4,Teacher School Shipment,Teacher School Shipment,Teacher School Shipment,Post Delivery Survey
